Date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold,Penetration Rate
01-05-2022,Kerala,4-Wheelers,258,15706,1.642684324
01-08-2023,Andaman & Nicobar Island,4-Wheelers,3,183,1.639344262
01-09-2023,DNH and DD,2-Wheelers,12,732,1.639344262
01-02-2023,Tamil Nadu,4-Wheelers,307,18758,1.636635036
01-09-2023,Uttar Pradesh,4-Wheelers,476,29087,1.636469901
01-09-2021,Kerala,2-Wheelers,789,48245,1.635402632
01-09-2022,Himachal Pradesh,2-Wheelers,67,4101,1.633747866
01-12-2022,Bihar,2-Wheelers,987,60432,1.633240667
01-08-2023,Jharkhand,2-Wheelers,455,27909,1.63029847
01-12-2023,Andaman & Nicobar Island,2-Wheelers,7,430,1.627906977
01-11-2021,Puducherry,2-Wheelers,47,2889,1.626860505
01-08-2022,Kerala,4-Wheelers,342,21051,1.624625909
01-05-2022,Punjab,2-Wheelers,493,30377,1.622938407
01-01-2024,Manipur,4-Wheelers,7,433,1.616628176
01-08-2023,Uttar Pradesh,4-Wheelers,482,29829,1.615877167
01-10-2023,Chhattisgarh,4-Wheelers,79,4920,1.605691057
01-11-2021,Rajasthan,2-Wheelers,2265,141368,1.602201347
01-01-2024,Meghalaya,2-Wheelers,26,1625,1.6
01-10-2023,Haryana,2-Wheelers,591,37096,1.593163683
01-09-2023,Odisha,4-Wheelers,101,6354,1.58954989
01-10-2023,Gujarat,4-Wheelers,670,42365,1.581494158
01-04-2023,Odisha,4-Wheelers,84,5315,1.580432738
01-03-2022,Jharkhand,2-Wheelers,607,38435,1.57928971
01-04-2023,Uttar Pradesh,2-Wheelers,3087,195568,1.578479097
01-06-2022,Karnataka,4-Wheelers,359,22817,1.573388263
01-11-2021,Delhi,4-Wheelers,185,11782,1.570191818
01-05-2023,Uttar Pradesh,2-Wheelers,4704,300079,1.567587202
01-02-2024,Bihar,2-Wheelers,1301,83398,1.559989448
01-03-2022,Bihar,2-Wheelers,1328,85165,1.559326014
01-10-2022,Bihar,2-Wheelers,1377,88895,1.549018505
01-11-2021,Goa,4-Wheelers,20,1293,1.54679041
01-01-2023,Bihar,2-Wheelers,987,63994,1.542332094
01-11-2022,Tamil Nadu,4-Wheelers,311,20180,1.541129832
01-10-2023,Odisha,4-Wheelers,130,8500,1.529411765
01-12-2022,Manipur,2-Wheelers,63,4150,1.518072289
01-08-2022,Karnataka,4-Wheelers,363,23924,1.517304799
01-12-2022,West Bengal,2-Wheelers,1047,69018,1.516995566
01-10-2023,Uttar Pradesh,4-Wheelers,512,33774,1.515959022
01-06-2023,Odisha,4-Wheelers,89,5873,1.515409501
01-11-2022,Andhra Pradesh,4-Wheelers,95,6272,1.514668367
01-04-2022,Jammu and Kashmir,2-Wheelers,125,8306,1.504936191
01-03-2023,West Bengal,2-Wheelers,1103,73690,1.496810965
01-01-2024,Mizoram,2-Wheelers,28,1872,1.495726496
01-09-2021,Puducherry,2-Wheelers,48,3211,1.494861414
01-10-2023,Jharkhand,2-Wheelers,502,33632,1.49262607
01-12-2023,Bihar,2-Wheelers,1354,91064,1.48686638
01-11-2022,Andaman & Nicobar Island,2-Wheelers,6,405,1.481481481
01-06-2023,Manipur,2-Wheelers,4,270,1.481481481
01-12-2022,Himachal Pradesh,2-Wheelers,100,6751,1.481262035
01-01-2024,Gujarat,4-Wheelers,494,33379,1.479972438
01-09-2021,Andhra Pradesh,2-Wheelers,766,51764,1.479792906
01-01-2022,Chandigarh,2-Wheelers,19,1291,1.471727343
01-08-2023,Puducherry,4-Wheelers,14,955,1.465968586
01-07-2023,Uttar Pradesh,2-Wheelers,2326,158970,1.463169151
01-06-2021,Tamil Nadu,2-Wheelers,660,45197,1.460273912
01-11-2022,Himachal Pradesh,2-Wheelers,134,9181,1.459535998
01-08-2022,Uttar Pradesh,2-Wheelers,1920,131703,1.457825562
01-12-2021,Goa,4-Wheelers,19,1306,1.45482389
01-08-2021,Haryana,2-Wheelers,441,30342,1.453430888
01-01-2024,Andhra Pradesh,4-Wheelers,123,8483,1.449958741
01-10-2022,West Bengal,4-Wheelers,94,6483,1.449946013
01-11-2022,Goa,4-Wheelers,26,1797,1.446855871
01-07-2021,Maharashtra,2-Wheelers,2101,146083,1.438223476
01-07-2023,Uttar Pradesh,4-Wheelers,420,29214,1.437666872
01-08-2021,Odisha,2-Wheelers,485,33821,1.434020283
01-10-2021,Andaman & Nicobar Island,4-Wheelers,1,70,1.428571429
01-10-2022,Himachal Pradesh,2-Wheelers,79,5548,1.423936554
01-05-2021,Kerala,2-Wheelers,95,6675,1.423220974
01-05-2022,Himachal Pradesh,2-Wheelers,73,5131,1.422724615
01-03-2024,Bihar,4-Wheelers,99,6972,1.419965577
01-11-2021,Gujarat,2-Wheelers,1569,110759,1.416589171
01-06-2022,Jharkhand,2-Wheelers,461,32650,1.41194487
01-02-2022,Himachal Pradesh,2-Wheelers,57,4041,1.410541945
01-03-2023,Bihar,2-Wheelers,1302,92334,1.410098122
01-08-2023,Andhra Pradesh,4-Wheelers,104,7397,1.405975395
01-07-2023,Manipur,4-Wheelers,6,427,1.405152225
01-02-2022,Madhya Pradesh,2-Wheelers,974,69322,1.405037362
01-11-2021,Kerala,4-Wheelers,214,15244,1.403831015
01-06-2021,Kerala,4-Wheelers,140,10018,1.397484528
01-12-2023,Puducherry,4-Wheelers,12,860,1.395348837
01-07-2021,Andhra Pradesh,2-Wheelers,811,58165,1.394309293
01-10-2021,Punjab,2-Wheelers,416,29940,1.389445558
01-05-2022,Madhya Pradesh,2-Wheelers,1310,94602,1.384748737
01-09-2023,Bihar,2-Wheelers,900,65102,1.382446008
01-07-2023,Jharkhand,2-Wheelers,447,32370,1.380908248
01-08-2021,Chandigarh,2-Wheelers,19,1380,1.376811594
01-12-2023,Madhya Pradesh,4-Wheelers,134,9736,1.376335251
01-11-2023,Uttar Pradesh,2-Wheelers,5327,387983,1.372998301
01-05-2023,Uttar Pradesh,4-Wheelers,472,34515,1.367521368
01-02-2024,Puducherry,4-Wheelers,16,1177,1.359388275
01-02-2023,Himachal Pradesh,2-Wheelers,65,4784,1.358695652
01-01-2023,West Bengal,4-Wheelers,124,9141,1.356525544
01-09-2023,Jammu and Kashmir,2-Wheelers,113,8372,1.349737219
01-07-2023,Jammu and Kashmir,2-Wheelers,116,8604,1.348210135
01-02-2024,Himachal Pradesh,2-Wheelers,66,4926,1.339829476
01-09-2021,Gujarat,2-Wheelers,959,71820,1.335282651
01-11-2023,Haryana,2-Wheelers,565,42364,1.333679539
01-04-2023,Punjab,2-Wheelers,376,28269,1.330078885
01-05-2021,Tamil Nadu,2-Wheelers,237,17837,1.328698772
01-07-2023,Punjab,2-Wheelers,445,33588,1.324877933
01-08-2021,Goa,4-Wheelers,19,1439,1.320361362
01-08-2022,Bihar,2-Wheelers,849,64565,1.314953922
01-12-2022,Andaman & Nicobar Island,4-Wheelers,3,229,1.310043668
01-08-2023,Manipur,4-Wheelers,6,458,1.310043668
01-01-2024,Himachal Pradesh,2-Wheelers,79,6031,1.309898856
01-05-2023,Uttarakhand,4-Wheelers,61,4675,1.304812834
01-05-2022,Jammu and Kashmir,2-Wheelers,124,9505,1.304576539
01-10-2023,West Bengal,2-Wheelers,851,65489,1.29945487
01-11-2023,Jharkhand,2-Wheelers,825,63696,1.29521477
01-03-2024,Haryana,4-Wheelers,305,23644,1.289967857
01-01-2023,DNH and DD,2-Wheelers,9,698,1.289398281
01-04-2022,Karnataka,4-Wheelers,311,24129,1.288905466
01-08-2023,Jharkhand,4-Wheelers,52,4040,1.287128713
01-06-2022,Gujarat,4-Wheelers,337,26192,1.286652413
01-06-2023,Uttar Pradesh,4-Wheelers,393,30578,1.285237753
01-09-2023,DNH and DD,4-Wheelers,6,468,1.282051282
01-07-2023,Madhya Pradesh,4-Wheelers,138,10811,1.276477662
01-12-2021,Punjab,2-Wheelers,450,35287,1.275257177
01-09-2022,DNH and DD,2-Wheelers,8,629,1.271860095
01-11-2023,DNH and DD,2-Wheelers,15,1185,1.265822785
01-04-2022,Jharkhand,2-Wheelers,450,35590,1.264400112
01-03-2023,Uttar Pradesh,4-Wheelers,431,34186,1.260750015
01-10-2023,Bihar,2-Wheelers,820,65088,1.259832842
01-09-2023,Himachal Pradesh,2-Wheelers,68,5403,1.258560059
01-07-2023,Uttarakhand,4-Wheelers,53,4216,1.25711575
01-09-2022,Chhattisgarh,4-Wheelers,50,3978,1.256913022
01-08-2021,Punjab,2-Wheelers,342,27376,1.249269433
01-11-2021,Uttarakhand,2-Wheelers,262,20977,1.248986986
01-07-2022,Gujarat,4-Wheelers,308,24735,1.245199111
01-09-2021,Chandigarh,4-Wheelers,20,1607,1.244555072
01-06-2023,Haryana,4-Wheelers,263,21135,1.244381358
01-02-2022,Jharkhand,2-Wheelers,338,27174,1.24383602
01-12-2023,Bihar,4-Wheelers,59,4788,1.232247285
01-11-2023,Manipur,2-Wheelers,10,812,1.231527094
01-09-2022,Chandigarh,4-Wheelers,26,2119,1.226993865
01-06-2023,Haryana,2-Wheelers,408,33317,1.224600054
01-07-2022,DNH and DD,2-Wheelers,9,735,1.224489796
01-05-2023,Bihar,2-Wheelers,1536,125465,1.224245806
01-08-2021,Jammu and Kashmir,2-Wheelers,122,9978,1.222689918
01-08-2023,Bihar,2-Wheelers,713,58346,1.222020361
01-12-2023,Mizoram,2-Wheelers,24,1974,1.215805471
01-01-2022,Kerala,4-Wheelers,212,17441,1.215526633
01-02-2023,West Bengal,2-Wheelers,814,67188,1.211525868
01-06-2021,Puducherry,2-Wheelers,31,2559,1.211410707
01-02-2022,Punjab,2-Wheelers,296,24506,1.207867461
01-12-2021,Himachal Pradesh,2-Wheelers,73,6044,1.207809398
01-01-2023,West Bengal,2-Wheelers,632,52431,1.205393756
01-04-2021,Tamil Nadu,2-Wheelers,1297,107658,1.204740939
01-11-2022,West Bengal,2-Wheelers,1209,100516,1.202793585
01-02-2024,Haryana,4-Wheelers,312,26000,1.2
01-09-2022,Rajasthan,4-Wheelers,150,12513,1.198753297
01-08-2023,Himachal Pradesh,2-Wheelers,64,5345,1.19738073
01-11-2023,Andhra Pradesh,4-Wheelers,98,8220,1.192214112
01-08-2022,West Bengal,4-Wheelers,110,9228,1.192024274
01-08-2021,Delhi,4-Wheelers,157,13177,1.191469986
01-09-2022,Gujarat,4-Wheelers,299,25102,1.191140148
01-04-2022,Uttarakhand,4-Wheelers,49,4116,1.19047619
01-07-2022,Uttar Pradesh,2-Wheelers,1828,153826,1.188355675
01-06-2021,Maharashtra,2-Wheelers,891,75098,1.186449706
01-10-2023,Himachal Pradesh,2-Wheelers,53,4480,1.183035714
01-04-2022,West Bengal,2-Wheelers,815,68909,1.182719238
01-11-2023,Bihar,2-Wheelers,1765,149828,1.17801746
01-02-2023,Bihar,2-Wheelers,911,77926,1.169057824
01-08-2023,Uttarakhand,4-Wheelers,50,4283,1.167406024
01-07-2021,Punjab,2-Wheelers,318,27261,1.166501596
01-03-2023,Odisha,4-Wheelers,74,6358,1.163888015
01-10-2022,Uttar Pradesh,2-Wheelers,3003,258110,1.163457441
01-03-2024,Jharkhand,4-Wheelers,52,4483,1.159937542
01-11-2022,West Bengal,4-Wheelers,121,10465,1.156235069
01-08-2022,Rajasthan,4-Wheelers,145,12578,1.152806488
01-05-2022,Karnataka,4-Wheelers,241,20924,1.151787421
01-09-2023,Bihar,4-Wheelers,60,5210,1.151631478
01-04-2023,Bihar,2-Wheelers,971,84319,1.151579122
01-11-2022,Puducherry,4-Wheelers,9,782,1.150895141
01-02-2022,Karnataka,4-Wheelers,202,17561,1.15027618
01-01-2022,Madhya Pradesh,2-Wheelers,862,75043,1.14867476
01-01-2023,Chhattisgarh,4-Wheelers,56,4880,1.147540984
01-06-2021,Delhi,4-Wheelers,148,12914,1.146043054
01-12-2023,Andaman & Nicobar Island,4-Wheelers,2,175,1.142857143
01-08-2021,Andhra Pradesh,2-Wheelers,666,58473,1.138987225
01-08-2021,Kerala,2-Wheelers,598,52507,1.138895766
01-01-2023,Uttar Pradesh,2-Wheelers,1952,171721,1.136727599
01-05-2021,Maharashtra,2-Wheelers,189,16627,1.136705359
01-05-2021,Meghalaya,4-Wheelers,1,88,1.136363636
01-08-2023,Jammu and Kashmir,2-Wheelers,98,8650,1.132947977
01-04-2023,Uttar Pradesh,4-Wheelers,364,32143,1.132439411
01-09-2022,West Bengal,2-Wheelers,727,64255,1.131429461
01-11-2022,Bihar,2-Wheelers,1253,110759,1.131285042
01-03-2024,Uttar Pradesh,4-Wheelers,389,34425,1.129992738
01-10-2021,Andhra Pradesh,2-Wheelers,993,88110,1.12700034
01-02-2024,DNH and DD,4-Wheelers,5,444,1.126126126
01-12-2021,Jharkhand,2-Wheelers,293,26077,1.123595506
01-01-2023,Andhra Pradesh,4-Wheelers,121,10775,1.122969838
01-07-2022,West Bengal,4-Wheelers,93,8312,1.118864293
01-07-2023,Bihar,4-Wheelers,58,5189,1.117749085
01-08-2022,Himachal Pradesh,2-Wheelers,59,5281,1.117212649
01-06-2022,Puducherry,4-Wheelers,9,808,1.113861386
01-03-2023,Jharkhand,4-Wheelers,52,4670,1.113490364
01-02-2023,Odisha,4-Wheelers,60,5397,1.111728738
01-06-2023,Jharkhand,4-Wheelers,48,4320,1.111111111
01-11-2023,Puducherry,4-Wheelers,11,990,1.111111111
01-06-2021,Goa,2-Wheelers,17,1533,1.108936725
01-07-2022,West Bengal,2-Wheelers,689,62610,1.100463185
01-07-2021,Kerala,2-Wheelers,456,41455,1.099987939
01-03-2024,Tripura,2-Wheelers,41,3728,1.099785408
01-03-2022,Uttar Pradesh,2-Wheelers,1986,180927,1.09768028
01-09-2023,Puducherry,4-Wheelers,10,912,1.096491228
01-05-2022,Jharkhand,2-Wheelers,431,39317,1.096217921
01-12-2021,Kerala,4-Wheelers,186,16994,1.094503943
01-06-2023,Himachal Pradesh,2-Wheelers,59,5397,1.093199926
01-12-2023,Tripura,2-Wheelers,40,3663,1.092001092
01-10-2021,Puducherry,2-Wheelers,31,2839,1.091933779
01-04-2022,Maharashtra,4-Wheelers,354,32449,1.09094271
01-05-2023,Madhya Pradesh,4-Wheelers,136,12488,1.089045484
01-11-2022,DNH and DD,2-Wheelers,14,1290,1.085271318
01-10-2021,Kerala,4-Wheelers,158,14562,1.085015795
01-06-2022,DNH and DD,4-Wheelers,4,369,1.08401084
01-06-2022,West Bengal,4-Wheelers,91,8407,1.082431307
01-03-2023,Madhya Pradesh,4-Wheelers,159,14745,1.078331638
01-09-2022,West Bengal,4-Wheelers,123,11473,1.07208228
01-06-2023,Jharkhand,2-Wheelers,390,36415,1.070987231
01-10-2023,Haryana,4-Wheelers,220,20543,1.070924402
01-08-2021,Gujarat,2-Wheelers,584,54721,1.067231958
01-04-2021,Goa,2-Wheelers,36,3374,1.06698281
01-08-2022,West Bengal,2-Wheelers,663,62200,1.065916399
01-04-2022,Uttar Pradesh,2-Wheelers,2397,225079,1.064959414
01-10-2022,West Bengal,2-Wheelers,538,50676,1.061646539
01-09-2021,Karnataka,4-Wheelers,227,21407,1.060400803
01-02-2024,Uttar Pradesh,4-Wheelers,394,37170,1.059994619
01-03-2024,Uttarakhand,4-Wheelers,51,4812,1.059850374
01-07-2021,Puducherry,2-Wheelers,38,3592,1.057906459
01-02-2024,Andaman & Nicobar Island,2-Wheelers,5,473,1.057082452
01-02-2024,Bihar,4-Wheelers,71,6762,1.049985211
01-08-2023,Haryana,2-Wheelers,399,38102,1.047189124
01-10-2021,Madhya Pradesh,2-Wheelers,545,52075,1.046567451
01-08-2023,Tripura,2-Wheelers,33,3154,1.046290425
01-11-2023,Uttar Pradesh,4-Wheelers,446,42692,1.044692214
01-03-2023,Uttarakhand,4-Wheelers,48,4596,1.044386423
01-05-2022,Tamil Nadu,4-Wheelers,202,19368,1.042957456
01-03-2022,Karnataka,4-Wheelers,230,22167,1.037578382
01-11-2023,West Bengal,2-Wheelers,1007,97240,1.035582065
01-11-2022,Gujarat,4-Wheelers,374,36212,1.032806804
01-06-2021,Kerala,2-Wheelers,184,17828,1.032084362
01-02-2023,Uttar Pradesh,2-Wheelers,1968,190812,1.031381674
01-02-2024,Uttarakhand,4-Wheelers,60,5826,1.029866117
01-12-2022,Chhattisgarh,4-Wheelers,40,3887,1.029071263
01-09-2022,Tamil Nadu,4-Wheelers,218,21233,1.026703716
01-12-2023,DNH and DD,4-Wheelers,5,488,1.024590164
01-07-2023,DNH and DD,4-Wheelers,4,391,1.023017903
01-12-2023,Himachal Pradesh,2-Wheelers,102,9988,1.021225471
01-08-2021,Uttarakhand,2-Wheelers,114,11192,1.018584703
01-07-2021,Goa,4-Wheelers,10,982,1.018329939
01-05-2021,Goa,4-Wheelers,4,393,1.017811705
01-07-2022,Bihar,2-Wheelers,638,62773,1.016360537
01-10-2021,Uttarakhand,2-Wheelers,129,12826,1.005769531
01-10-2021,Chandigarh,2-Wheelers,18,1792,1.004464286
01-06-2022,Rajasthan,4-Wheelers,136,13559,1.003023822
01-06-2021,Jammu and Kashmir,2-Wheelers,87,8677,1.002650686
01-10-2022,Tamil Nadu,4-Wheelers,184,18425,0.998643148
01-08-2022,Chandigarh,4-Wheelers,19,1903,0.998423542
01-09-2023,Madhya Pradesh,4-Wheelers,117,11748,0.995914198
01-05-2023,Haryana,4-Wheelers,211,21218,0.994438684
01-05-2022,West Bengal,2-Wheelers,683,68721,0.993873779
01-08-2023,Bihar,4-Wheelers,53,5334,0.993625797
01-08-2023,DNH and DD,2-Wheelers,6,606,0.99009901
01-09-2021,Bihar,2-Wheelers,475,48021,0.98915058
01-07-2022,Tamil Nadu,4-Wheelers,176,17830,0.987100393
01-11-2023,Punjab,4-Wheelers,128,12992,0.985221675
01-07-2023,Meghalaya,2-Wheelers,20,2030,0.985221675
01-09-2021,Chhattisgarh,2-Wheelers,244,24790,0.98426785
01-11-2022,Uttar Pradesh,2-Wheelers,2746,279169,0.98363357
01-01-2024,Haryana,4-Wheelers,282,28776,0.979983319
01-06-2023,Madhya Pradesh,4-Wheelers,107,10927,0.979225771
01-07-2023,Haryana,2-Wheelers,152,15523,0.979192166
01-11-2023,Haryana,4-Wheelers,215,22002,0.977183892
01-08-2022,Gujarat,4-Wheelers,230,23571,0.975775317
01-08-2023,Madhya Pradesh,4-Wheelers,112,11479,0.975694747
01-01-2022,Jharkhand,2-Wheelers,240,24613,0.975094462
01-08-2021,Puducherry,2-Wheelers,34,3496,0.972540046
01-06-2022,West Bengal,2-Wheelers,660,67878,0.972332715
01-12-2022,Haryana,4-Wheelers,177,18223,0.971300005
01-12-2023,Manipur,4-Wheelers,2,206,0.970873786
01-03-2024,Madhya Pradesh,4-Wheelers,143,14743,0.969951842
01-10-2022,Uttarakhand,4-Wheelers,50,5163,0.968429208
01-06-2022,Tamil Nadu,4-Wheelers,199,20592,0.966394716
01-04-2023,Uttarakhand,4-Wheelers,47,4887,0.961735216
01-05-2023,DNH and DD,4-Wheelers,4,416,0.961538462
01-06-2023,Ladakh,2-Wheelers,2,208,0.961538462
01-06-2022,Uttarakhand,4-Wheelers,38,3959,0.959838343
01-06-2023,Uttarakhand,4-Wheelers,42,4393,0.956066469
01-05-2021,Puducherry,2-Wheelers,3,314,0.955414013
01-03-2022,Gujarat,4-Wheelers,249,26077,0.95486444
01-06-2022,Chandigarh,4-Wheelers,19,1993,0.953336678
01-01-2022,Karnataka,4-Wheelers,209,21967,0.951427141
01-08-2021,Goa,2-Wheelers,22,2316,0.949913644
01-08-2021,Andhra Pradesh,4-Wheelers,78,8245,0.946027896
01-09-2022,Uttarakhand,4-Wheelers,29,3066,0.945857795
01-08-2023,Manipur,2-Wheelers,8,846,0.945626478
01-08-2022,Uttarakhand,4-Wheelers,34,3599,0.944706863
01-11-2021,Madhya Pradesh,2-Wheelers,940,99568,0.944078419
01-12-2021,Karnataka,4-Wheelers,153,16243,0.941944222
01-12-2022,Gujarat,4-Wheelers,260,27614,0.941551387
01-04-2021,Maharashtra,2-Wheelers,428,45515,0.940349335
01-10-2023,Bihar,4-Wheelers,57,6068,0.939353988
01-02-2023,Gujarat,4-Wheelers,271,28856,0.939146105
01-03-2024,Manipur,2-Wheelers,13,1394,0.932568149
01-03-2024,DNH and DD,4-Wheelers,4,429,0.932400932
01-07-2022,Andhra Pradesh,4-Wheelers,63,6757,0.932366435
01-05-2021,Kerala,4-Wheelers,48,5164,0.929512006
01-02-2024,Tripura,4-Wheelers,5,538,0.92936803
01-10-2021,Bihar,2-Wheelers,470,50679,0.927405829
01-06-2021,Delhi,2-Wheelers,205,22186,0.92400613
01-03-2024,Punjab,4-Wheelers,132,14348,0.919988849
01-12-2023,Haryana,4-Wheelers,218,23698,0.919908853
01-05-2022,West Bengal,4-Wheelers,76,8341,0.911161731
01-04-2023,Jharkhand,4-Wheelers,39,4281,0.911002102
01-01-2024,Uttarakhand,4-Wheelers,49,5385,0.909935005
01-08-2021,Andaman & Nicobar Island,4-Wheelers,1,110,0.909090909
01-11-2022,Odisha,4-Wheelers,53,5833,0.90862335
01-07-2021,Karnataka,4-Wheelers,196,21640,0.905730129
01-09-2021,Madhya Pradesh,2-Wheelers,590,65166,0.905380106
01-01-2024,Uttar Pradesh,4-Wheelers,399,44334,0.899986466
01-02-2024,Jharkhand,4-Wheelers,42,4667,0.899935719
01-10-2022,Rajasthan,4-Wheelers,204,22678,0.899550225
01-10-2021,Chhattisgarh,2-Wheelers,301,33464,0.899474062
01-12-2023,DNH and DD,2-Wheelers,13,1447,0.898410504
01-06-2022,Bihar,2-Wheelers,716,79768,0.897603049
01-05-2021,Maharashtra,4-Wheelers,121,13528,0.894441159
01-02-2023,Haryana,4-Wheelers,175,19656,0.89031339
01-07-2022,Uttarakhand,4-Wheelers,34,3820,0.890052356
01-01-2024,Madhya Pradesh,4-Wheelers,172,19326,0.889992756
01-12-2021,Uttarakhand,4-Wheelers,38,4270,0.889929742
01-05-2022,Chandigarh,4-Wheelers,20,2248,0.889679715
01-11-2021,Karnataka,4-Wheelers,153,17247,0.887110802
01-06-2021,Karnataka,4-Wheelers,71,8030,0.884184309
01-10-2021,Maharashtra,4-Wheelers,298,33771,0.882413905
01-07-2023,Bihar,2-Wheelers,614,69583,0.882399437
01-06-2023,Uttar Pradesh,2-Wheelers,1932,219233,0.881254191
01-10-2021,Karnataka,4-Wheelers,163,18505,0.880843015
01-08-2022,Chhattisgarh,4-Wheelers,35,3974,0.880724711
01-04-2022,Tamil Nadu,4-Wheelers,154,17499,0.880050289
01-06-2023,Puducherry,4-Wheelers,8,910,0.879120879
01-08-2022,Haryana,4-Wheelers,163,18545,0.878943111
01-10-2023,Andhra Pradesh,4-Wheelers,68,7743,0.878212579
01-10-2021,Jharkhand,2-Wheelers,253,28877,0.876129792
01-04-2023,Madhya Pradesh,4-Wheelers,95,10894,0.872039655
01-07-2021,Delhi,4-Wheelers,131,15033,0.871416218
01-11-2023,Uttarakhand,4-Wheelers,47,5398,0.870692849
01-12-2022,Rajasthan,4-Wheelers,110,12634,0.870666456
01-08-2022,Tamil Nadu,4-Wheelers,182,20944,0.868983957
01-08-2021,Chhattisgarh,2-Wheelers,238,27491,0.865737878
01-07-2023,Puducherry,4-Wheelers,7,809,0.86526576
01-11-2023,Himachal Pradesh,2-Wheelers,53,6131,0.864459305
01-06-2021,Rajasthan,2-Wheelers,515,59809,0.86107442
01-05-2023,Mizoram,2-Wheelers,14,1626,0.86100861
01-01-2023,Rajasthan,4-Wheelers,155,18017,0.860298607
01-11-2022,Chhattisgarh,4-Wheelers,33,3846,0.858034321
01-07-2021,Chandigarh,2-Wheelers,11,1286,0.855365474
01-07-2023,Ladakh,2-Wheelers,1,117,0.854700855
01-07-2023,Punjab,4-Wheelers,92,10766,0.854542077
01-08-2022,Andhra Pradesh,4-Wheelers,64,7491,0.854358564
01-05-2022,Andhra Pradesh,4-Wheelers,59,6927,0.85173957
01-12-2023,Punjab,4-Wheelers,116,13632,0.850938967
01-07-2021,Odisha,2-Wheelers,324,38080,0.850840336
01-01-2024,Bihar,4-Wheelers,58,6824,0.849941383
01-03-2022,West Bengal,2-Wheelers,626,73783,0.848433921
01-06-2023,Bihar,4-Wheelers,52,6134,0.847733942
01-09-2023,West Bengal,2-Wheelers,489,58361,0.837888316
01-09-2023,Andhra Pradesh,4-Wheelers,59,7044,0.837592277
01-11-2021,Chandigarh,4-Wheelers,16,1919,0.833767587
01-02-2023,Madhya Pradesh,4-Wheelers,144,17295,0.832610581
01-02-2022,Bihar,2-Wheelers,495,59758,0.828340975
01-01-2023,Tamil Nadu,4-Wheelers,202,24430,0.826852231
01-07-2021,Chhattisgarh,2-Wheelers,253,30642,0.825664121
01-10-2023,Punjab,4-Wheelers,94,11396,0.824850825
01-11-2021,Himachal Pradesh,2-Wheelers,61,7398,0.824547175
01-10-2023,Madhya Pradesh,4-Wheelers,112,13646,0.820753334
01-01-2023,Gujarat,4-Wheelers,212,25859,0.81983062
01-12-2021,Andaman & Nicobar Island,4-Wheelers,1,122,0.819672131
01-04-2023,Andaman & Nicobar Island,4-Wheelers,1,122,0.819672131
01-12-2023,Tripura,4-Wheelers,4,489,0.81799591
01-01-2023,Jharkhand,4-Wheelers,41,5016,0.81738437
01-03-2022,Tamil Nadu,4-Wheelers,168,20604,0.815375655
01-06-2022,Chhattisgarh,4-Wheelers,32,3933,0.813628274
01-11-2023,Manipur,4-Wheelers,2,246,0.81300813
01-12-2021,Madhya Pradesh,2-Wheelers,901,110877,0.812612174
01-01-2023,Odisha,4-Wheelers,51,6278,0.812360624
01-02-2024,Madhya Pradesh,4-Wheelers,146,18025,0.80998613
01-08-2022,DNH and DD,2-Wheelers,6,742,0.808625337
01-02-2022,Tamil Nadu,4-Wheelers,135,16711,0.807851116
01-12-2022,West Bengal,4-Wheelers,65,8047,0.807754443
01-10-2022,DNH and DD,2-Wheelers,5,619,0.807754443
01-11-2021,Chhattisgarh,2-Wheelers,509,63099,0.806668885
01-10-2021,Tamil Nadu,4-Wheelers,119,14796,0.804271425
01-08-2021,Kerala,4-Wheelers,183,22813,0.802174199
01-01-2024,Puducherry,4-Wheelers,10,1250,0.8
01-11-2023,Madhya Pradesh,4-Wheelers,137,17166,0.798089246
01-08-2023,West Bengal,2-Wheelers,511,64154,0.796520872
01-01-2022,Bihar,2-Wheelers,409,51380,0.796029583
01-07-2022,Rajasthan,4-Wheelers,102,12817,0.795818054
01-11-2021,Jammu and Kashmir,2-Wheelers,64,8083,0.791785228
01-01-2022,DNH and DD,2-Wheelers,6,758,0.791556728
01-02-2024,Punjab,4-Wheelers,111,14051,0.789979361
01-10-2021,Uttar Pradesh,2-Wheelers,1022,129924,0.786613713
01-05-2023,Assam,2-Wheelers,282,35939,0.784662901
01-02-2022,Rajasthan,4-Wheelers,116,14811,0.783201674
01-01-2022,Uttar Pradesh,2-Wheelers,1322,168934,0.782554134
01-09-2023,Assam,2-Wheelers,257,32936,0.78030119
01-02-2023,Jharkhand,4-Wheelers,33,4234,0.779404818
01-05-2023,Jharkhand,4-Wheelers,37,4755,0.778128286
01-04-2023,Tripura,2-Wheelers,19,2450,0.775510204
01-07-2022,Chandigarh,4-Wheelers,21,2709,0.775193798
01-08-2023,Haryana,4-Wheelers,189,24414,0.774145982
01-07-2023,Jharkhand,4-Wheelers,31,4010,0.773067332
01-07-2023,Haryana,4-Wheelers,92,11915,0.772135963
01-07-2022,Haryana,4-Wheelers,135,17539,0.769713211
01-06-2021,Maharashtra,4-Wheelers,190,24817,0.765604223
01-03-2023,Tripura,2-Wheelers,23,3016,0.762599469
01-09-2022,Andhra Pradesh,4-Wheelers,61,8003,0.76221417
01-06-2022,Tripura,2-Wheelers,21,2761,0.760593988
01-05-2022,DNH and DD,2-Wheelers,6,790,0.759493671
